time, q
                  50,0
                 150,0
                 250,x
                 350,0
                 450,0
                 550,0
                 650,0
                 750,0
                 850,0
                 950,0
                1050,0
                1150,0
                1250,0
                1350,0
                1450,0
                1550,0
                1650,0
                1750,0
                1850,0
                1950,0
